material_id,cif_file,formula,formation_energy_per_atom,energy_above_hull,band_gap,density,volume,target
mp-690687,mp-690687.cif,Ag2H2IOF,-1.046624786547618,0.0,1.4591,5.04416628656165,249.96448633373691,-1.046624786547618
mp-555477,mp-555477.cif,Ag2H3IO6,-0.7965391460069441,0.06334491979166901,0.6966000000000001,5.613015747803879,130.6597962831448,-0.7965391460069441
mp-860963,mp-860963.cif,Ag2H4(SO4)3,-1.449344143492063,0.0,2.8821,3.1911550258767,1057.2732554233448,-1.449344143492063
mp-1229093,mp-1229093.cif,Ag2Hg,0.05466904416666701,0.054669044166669005,0.0,12.04099188665414,57.41439394400578,0.05466904416666701
mp-558763,mp-558763.cif,Ag2Hg(SeO3)2,-0.9140723493655301,0.012571866363638001,1.9351,6.406219939683736,1389.8546899559813,-0.9140723493655301
mp-1199256,mp-1199256.cif,Ag13As3(IO3)4,-0.833353502786457,0.006591958281249001,0.33329999999999904,6.3264344116303555,1221.3872861826342,-0.833353502786457
mp-685283,mp-685283.cif,Ag13Bi15I64,-0.5484598862137681,0.083550683423912,0.0,4.965679794819199,4233.1691643551085,-0.5484598862137681
mp-510349,mp-510349.cif,Ag13OsO6,-0.45155967283333204,0.025428711249999,0.0,9.307364090902434,602.4996502758403,-0.45155967283333204
mp-1229305,mp-1229305.cif,Ag14H8I4(OF2)5,-1.033485704593495,0.06120279920731501,0.0,5.8758012793557794,1297.6253015580044,-1.033485704593495
mp-686149,mp-686149.cif,Ag15(BiI4)16,-0.62567102036842,0.038345397210527,0.0,5.28426173879392,4111.420383784751,-0.62567102036842
mp-560328,mp-560328.cif,Ag15P4S16Cl3,-0.48195274154135204,0.0,1.288799999999999,4.58713063268096,1709.5912546710772,-0.48195274154135204
mp-1229151,mp-1229151.cif,Ag15S5I4Br,-0.277351580299998,0.06528137339999701,0.5666,6.535109634527875,601.1558461813128,-0.277351580299998
mp-1215118,mp-1215118.cif,Ag16HgAs4S15,-0.29417095789351705,0.005915221319444001,1.1099,5.570459025123106,3227.9681267794626,-0.29417095789351705
mp-1201221,mp-1201221.cif,Ag2(RhS)15,-0.46249553871872706,0.063735405975997,0.0,7.083189685641985,1050.4012194270363,-0.46249553871872706
mp-28729,mp-28729.cif,Ag25(BiO6)3,-0.5467989480797101,0.0035070769565180003,0.056799999999999004,7.8293919852992495,765.9932836772246,-0.5467989480797101
mp-729516,mp-729516.cif,Ag2As2O7,-1.118627353939393,0.03995779890909,0.0,5.158992142424909,614.8740583848754,-1.118627353939393
mp-1197575,mp-1197575.cif,Ag2AsS2,-0.14634721281249402,0.0030302076458330004,0.533399999999999,5.345360682313937,881.7206087666286,-0.14634721281249402
mp-553949,mp-553949.cif,Ag2Hg2(TeO4)3,-1.105035922807017,0.0,0.16060000000000002,7.50542218879301,527.3200182080277,-1.105035922807017
mp-770023,mp-770023.cif,Ag2Hg3,0.08231893853333001,0.082318938533326,0.0,12.350975691893154,1099.104514703687,0.08231893853333001
mp-1229184,mp-1229184.cif,Ag2Hg3P4Br3,-0.34186394578372903,0.011714015555556002,0.8896000000000001,6.570153484316474,597.0286773885526,-0.34186394578372903
mp-759790,mp-759790.cif,Ag2Hg5,0.079788250952373,0.079788250952375,0.0,12.433692600006895,325.51494431074997,0.079788250952373
mp-23592,mp-23592.cif,Ag2Hg7(As2I3)2,-0.283995160701756,0.0012455352631560001,0.8340999999999991,7.107699751541366,2505.3795469078423,-0.283995160701756
mp-571425,mp-571425.cif,Ag2Hg7(P4Br3)2,-0.356669641651139,0.011496089901656,0.7716000000000001,6.592176645910806,591.2188136646055,-0.356669641651139
mp-672339,mp-672339.cif,Ag2Hg7(P4I3)2,-0.22751676817287902,0.012546369032091002,0.7439,6.950178012052023,628.1415451509151,-0.22751676817287902
mp-1229141,mp-1229141.cif,Ag2HgGeS4,-0.463996551354166,0.0,0.44410000000000005,5.334012673413459,384.2992556974872,-0.463996551354166
mp-1229122,mp-1229122.cif,Ag2HgI4,-0.5112391594047601,0.0011233871428580002,1.276399999999999,5.746625628681051,266.9819945542102,-0.5112391594047601
mp-23485,mp-23485.cif,Ag2HgI4,-0.512362546547618,0.0,1.2219,5.75190222011236,266.73707472580065,-0.512362546547618
mp-570256,mp-570256.cif,Ag2HgI4,-0.509957182261901,0.002405364285717,1.100399999999999,5.727425816244202,267.8769872409628,-0.509957182261901
mp-29816,mp-29816.cif,Ag2HgO2,-0.45434721466666705,0.0,0.41029999999999905,9.157642983263019,325.1760355986749,-0.45434721466666705
mp-9635,mp-9635.cif,Ag2HgS2,-0.24986713716666603,0.040528937999997,0.41909999999999903,7.439905485131735,214.4695584083404,-0.24986713716666603
mp-556866,mp-556866.cif,Ag2HgSI2,-0.44160478972222206,0.0,1.2212,5.874190989845033,397.00142510366817,-0.44160478972222206
mp-557644,mp-557644.cif,Ag2P2PbO7,-1.98453012438492,0.0022233000347250003,2.3697,5.5858146118879315,354.8782652593022,-1.98453012438492
mp-1190325,mp-1190325.cif,Ag2P2PdO7,-1.785766681051587,0.0,1.166799999999999,4.761192507145591,346.0448076380572,-1.785766681051587
mp-707138,mp-707138.cif,Ag2PHO4,-1.5734414415699391,0.0,1.3274,4.997597387476359,310.71896796293834,-1.5734414415699391
mp-558151,mp-558151.cif,Ag2PO3F,-1.769361049353741,0.00529821249999,1.0803,5.125172484614391,406.5598499446455,-1.769361049353741
mp-558469,mp-558469.cif,Ag2PS3,-0.245700197167034,0.0016688699001750002,1.9254,4.314293549341161,1583.7793449917372,-0.245700197167034
mp-561822,mp-561822.cif,Ag2PS3,-0.23667318376426003,0.010695883302950002,1.440099999999999,4.447849608136395,1024.148688117857,-0.23667318376426003
mp-13956,mp-13956.cif,Ag2PSe3,-0.16940802690228102,0.0,1.186599999999999,5.793370047018977,1108.8818421155377,-0.16940802690228102
mp-667327,mp-667327.cif,Ag2Pb8Cl4O7,-1.381790716468252,0.00520407742857,2.2477,7.310081388744856,1932.7861655986756,-1.381790716468252
mp-20210,mp-20210.cif,Ag2PbO2,-0.817315429666662,0.0050141350666690005,1.3818000000000001,8.574442803523121,176.20682525541724,-0.817315429666662
mp-1195817,mp-1195817.cif,Ag2Pd(NO2)4,-0.5840079503888881,0.044719970966664004,1.840399999999999,4.043295823777951,831.528579161653,-0.5840079503888881
mp-28557,mp-28557.cif,Ag2PdCl4,-0.5746215314285701,0.0016302800000000002,0.9506000000000001,4.65446805782275,331.0529342114716,-0.5746215314285701
mp-5495,mp-5495.cif,Ag2PdO2,-0.471315778666665,0.055673144666666,0.0,8.197237478842462,71.74228473402489,-0.471315778666665
mp-1095694,mp-1095694.cif,Ag2S,-0.09316894343749901,0.025204922500002003,0.0,7.508354932920647,219.2138806086577,-0.09316894343749901
mp-1102900,mp-1102900.cif,Ag2S,-0.072879224270832,0.045494641666667,1.183999999999999,6.204328485489086,265.288278285437,-0.072879224270832
mp-1229090,mp-1229090.cif,Ag2S,-0.041446694270833,0.076927171666667,0.0,6.7483062986590365,60.97587857562714,-0.041446694270833
mp-1393712,mp-1393712.cif,Ag2S,-0.10626627927083301,0.012107586666665001,1.2299,6.374803924267926,129.09696057998443,-0.10626627927083301
mp-1537871,mp-1537871.cif,Ag2S,-0.223968058819444,0.0035640749999990002,0.9741999999999991,6.512238384867619,126.37249472142531,-0.223968058819444
mp-2018369,mp-2018369.cif,Ag2S,-0.11816704427083301,0.00020682166666500002,1.5694,6.702851253011478,245.5575336082837,-0.11816704427083301
mp-2025704,mp-2025704.cif,Ag2S,-0.10503542927083401,0.013338436666664,1.0891,6.046580348456434,136.10466800899007,-0.10503542927083401
mp-2212763,mp-2212763.cif,Ag2S,-0.104605967604167,0.013767898333334002,0.6818999999999991,6.074255490692897,135.4845564493155,-0.104605967604167
mp-2766207,mp-2766207.cif,Ag2S,-0.104826904270834,0.013546961666666002,0.6684999999999991,6.087581006200281,135.18798519118562,-0.104826904270834
mp-31053,mp-31053.cif,Ag2S,-0.11352241760416601,0.0048514483333330005,1.3634,6.093478394225376,135.05714760492967,-0.11352241760416601
mp-32669,mp-32669.cif,Ag2S,-0.10845525260416601,0.009918613333333002,1.3001,6.422762894340639,128.132989564584,-0.10845525260416601
mp-32791,mp-32791.cif,Ag2S,-0.024350414270832003,0.094023451666668,0.0,6.996038716042829,117.6333986015792,-0.024350414270832003
mp-557396,mp-557396.cif,Ag2INO3,-0.618246061726189,0.001587870178573,1.4835,5.242348781475822,1025.3878743722612,-0.618246061726189
mp-1203252,mp-1203252.cif,Ag2IO5,-0.521240238541666,0.050417843888888,0.0,6.032430181169679,465.35586692760216,-0.521240238541666
mp-1203404,mp-1203404.cif,Ag2Mo(I2O7)2,-0.9568541320634911,0.009820445416662,1.9610999999999992,5.30799170509228,652.7579761325347,-0.9568541320634911
mp-27966,mp-27966.cif,Ag2Mo2O7,-1.5074706507575741,0.0,1.9011,5.92560400502563,291.2230911313625,-1.5074706507575741
mp-560276,mp-560276.cif,Ag2Mo2O7,-1.50653724621212,0.0009334045454540001,2.0118,5.482320077047615,629.5410304074288,-1.50653724621212
mp-556429,mp-556429.cif,Ag2Mo3SeO12,-1.549436900454281,0.008686748680556002,1.7276999999999991,4.799219392858115,1071.926643699604,-1.549436900454281
mp-19318,mp-19318.cif,Ag2MoO4,-1.251052689761907,0.001024362499997,1.873099999999999,6.23221806833446,200.1924022766432,-1.251052689761907
mp-557303,mp-557303.cif,Ag2NClO3,-0.68977540690476,0.0046095557142860006,1.71,4.678561123032568,444.642151217072,-0.68977540690476
mp-353,mp-353.cif,Ag2O,-0.31563385777777403,0.0,0.0,7.163037725930793,107.44222318884995,-0.31563385777777403
mp-754338,mp-754338.cif,Ag2O,-0.296431336944442,0.019202520833331002,0.0,7.781835604135266,197.79721320523308,-0.296431336944442
mp-546190,mp-546190.cif,Ag2O3,-0.355224625666665,0.019458467666665,0.34700000000000003,7.019151848151168,124.7847648799555,-0.355224625666665
mp-1195759,mp-1195759.cif,Ag2P2H2O7,-1.815974185778388,0.001177638493597,2.1369,4.372446529424763,595.0223503298533,-1.815974185778388
mp-32868,mp-32868.cif,Ag2S,-0.061040652048610006,0.057333213888888006,0.6242999999999991,6.338404497074927,194.75748462317284,-0.061040652048610006
